C,Accuracy,Precision,Recall,F1,ROC_AUC,Support_Vectors
0.1,0.7967306325515281,0.6366459627329193,0.5481283422459893,0.5890804597701149,0.8274650439248127,2576
1.0,0.798862828713575,0.6408668730650154,0.553475935828877,0.593974175035868,0.8272450316041229,2570
10.0,0.7981520966595593,0.639751552795031,0.5508021390374331,0.5919540229885057,0.8269797226291731,2569
